archetype_id,archetype_name,segment,sentiment_score,engagement_likelihood,conversion_impact,share_likelihood,initial_reaction,emotional_response,switching_risk,what_would_improve
disability_accommodations,Mike Thompson,prospective_student,0.7,0.6022778239145067,0.8,0.10189818659542221,"Okay, 'online' and 'flexible scheduling' are key terms that caught my eye, and the '3-week risk-free trial' is pragmatic. However, the immediate request for contact information before providing details on critical concerns like disability accommodations or veteran benefits makes me skeptical.",skeptical,0.8,"Integrating clear, direct information or prominent links to dedicated pages for Disability Support Services and Veteran Resources directly on this landing page would be a significant improvement. A statement addressing flexible proctoring options for students with accommodations would also be highly beneficial."
referral_champion,Vanessa Moreno,alumni,0.7,0.9,0.6,0.8,"Oh, this is great! 'Discover Online School Done Right' is exactly what I tell everyone. And that 3-week risk-free trial? That's a game-changer for people wondering if it's the right fit, especially with all the responsibilities we juggle.",inspired,0.0,A dedicated section or a prominent call-to-action for alumni to refer prospective students. Maybe a 'Share with a Friend' button that gives me a unique link or takes me to a referral form.
social_work_calling,Esperanza Morales,prospective_student,0.6319872000000001,0.8159936000000001,0.42132480000000005,0.21332800000000002,"Oh, 'Online School Done Right'? That sounds promising. And 'flexible scheduling' and '3-week risk-free trial' right there? That's what I need to see. But I wonder about the social work program, if it's really the right fit for what I want to do.",inspired,0.7,"Clearly stating the CSWE accreditation status for relevant programs like Human Services or Social Work, and prominently featuring specific financial aid or scholarships for single parents. A testimonial from a single parent or someone in community service would be amazing."
supportive_spouse,Keisha Brown,parent_family,0.7,0.85,0.3,0.5,"Okay, this '3-week risk-free trial' is really smart, and 'one class at a time' sounds manageable. This might actually work for us.",inspired,0.4,Explicitly showing diverse co-parent stories and offering resources like a 'Family Success Webinar' or a 'Childcare Resource List' would make me feel much more confident. Realistic hour estimates are also crucial.
enrollment_advisor,Jasmine Okafor,faculty_staff,0.1,0.9,-0.1,0.8,"Okay, this '3-week trial' sounds promising for student fit. Finally, something that helps address students enrolling for the wrong reasons. But that form, asking for a phone number right away, that's a bit much for just 'requesting info'.",satisfied,0.1,Revamp the 'Request More Information' form to be less intrusive for initial inquiries. Allowing students to explore programs or provide less sensitive information before a phone number is requested would align better with ethical advising and reduce perceived pressure.
tribal_community,Kai Begay,prospective_student,0.6,0.8,0.5,0.2,"Oh, 'flexible scheduling' and '3-week risk-free trial' sound really good. That could help with juggling everything, especially since I'm worried about internet and balancing family time.",inspired,0.7,Show me Native students or mention tribal partnerships directly. Tell me how they handle internet issues or cultural absences from school deadlines. I need to know they 'get' us.
snhu_loyalist,Keondra Jackson,competitor,0.4,0.8,0.1,0.1,"Okay, this 'risk-free' thing and taking one class at a time is definitely something SNHU doesn't offer. But where's the info on transferring my credits? And 'Discover Online School Done Right' kinda sounds like they're throwing shade at other schools.",skeptical,0.6,"Add a prominent section detailing credit transfer policies, ideally with an easy way to get an estimate, and clearly outline student support services that address community and academic success."
tiktok_eduinfluencer,Destiny Alvarez,influencer,0.2,0.6,0.05,0.1,"Okay, this page is super student-focused, which is cool for my audience, but where's the influencer hook? It's giving very 'apply here' vibes, not 'let's collab' vibes.",skeptical,0.7,"A clear 'Partnerships' or 'Creator Program' link. This page screams student enrollment, not collaboration potential. I need to know how *I* fit in, not just my audience."
wgu_prospective,Brandon Hill,competitor,0.2,0.6,-0.6,0.1,"Okay, the 'University of Arizona' name gets my attention, and a '3-week risk-free trial' sounds like a decent offer. But where's the actual tuition cost? It’s too vague.",skeptical,0.8,"Show actual tuition costs clearly and directly address how the program can be completed quickly, ideally with a comparison to competency-based models. Don't make me hunt for it."
purdue_global_prospect,Craig Henderson,competitor,0.2,0.8,0.3,0.1,"Hmm, a 3-week trial and no app fee? That's a low-risk way to check it out. But is 'Global Campus' really the University of Arizona, or is this just another online school trying to piggyback on a big name, like what happened with Purdue Global and Kaplan?",skeptical,0.6,"Explicitly address the institutional relationship with the main University of Arizona campus up front. Provide a clear and detailed section on military benefits, including comparisons to other schools if possible. Highlight any competency-based learning or accelerated program options if they exist."
veteran_advocate_influencer,Sgt. First Class (Ret.) Tony Reeves,influencer,0.35,0.8,0.2,0.2,"Alright, UAGC, let's see what you're bringing to the fight. 'Online School Done Right' is a bold claim. The flexible scheduling and that 3-week risk-free trial grab my attention – that's smart for guys like us. But where's the real meat for veterans?",skeptical,0.5,"This page needs a prominent section or clear link dedicated to military and veteran students, detailing GI Bill, Yellow Ribbon participation, and specific support services. Featuring a testimonial from a successful veteran graduate would be a significant trust-builder."
accounting_career,David Okonkwo,prospective_student,0.15,0.5,-0.4,0.1,"The flexible scheduling and risk-free trial are appealing given my work-life balance, but I see no immediate information regarding CPA eligibility for accounting programs. This is a significant omission.",skeptical,0.8,"Clear, data-backed information on how UAGC's accounting program satisfies the 150-credit-hour CPA requirement in Arizona, including details on curriculum alignment with the CPA exam and any provided exam preparation resources."
roi_dad,Carlos Ramirez,parent_family,-0.6,0.4,-0.5,0.1,"Another school wanting my info before showing me the real numbers. The risk-free trial and short classes sound good, but what's the actual cost?",skeptical,0.8,"Show me the full tuition costs and fees right here, before I give you my name and phone number."
first_gen_education,Aisha Williams,prospective_student,0.4,0.9222452839925185,0.5,0.518537736660432,"Oh, 'Discover Online School Done Right' sounds hopeful, especially with that 'flexible scheduling' and '3-week risk-free trial.' That's a relief, for real.",hope,0.6,"Seeing something about dedicated first-gen coaches or specific scholarship options, maybe even emergency grants, would make a huge difference. Also, more about how an online degree from UAGC is valued by employers, especially for teaching."
career_changer_it,Devon Park,prospective_student,0.2,0.6,-0.5,0.1,"The emphasis on flexibility and the 3-week risk-free trial immediately caught my eye, as managing time around work and family, and minimizing financial risk for a second degree, are critical. However, the generic 'Discover Online School Done Right' headline and immediate call for information without specific program details for my career pivot makes me hesitant.",skeptical,0.8,"A dedicated section detailing specific cybersecurity or IT leadership programs, explicitly listing included industry certifications, capstone project examples, and career services support with data on alumni placement in the tech industry, especially in the Phoenix area."
healthcare_admin_prospect,Keisha Williams,prospective_student,0.33048192,0.71524096,0.12032128,0.11270080000000002,"Okay, 'Discover Online School Done Right' and a '3-week risk-free trial' definitely grab my attention, especially after my last experience. The flexibility claims sound good, but I need to see more substance.",skeptical,0.6,"Clearer information about the healthcare administration program's curriculum, specific career outcomes for clinical professionals, and explicit mentions of local employer partnerships or alumni success stories in Phoenix healthcare."
masters_returner,Ana Santos,alumni,0.3,0.7,0.5,0.2,"I clicked on this link hoping to see something tailored for alumni like me, especially since I'm considering an MSN. The 'Discover Online School Done Right' headline feels a bit generic, like it's for someone brand new to online learning, not a former student. However, the mention of 'flexible scheduling' and 'balance work, life, family' caught my eye immediately, as that's crucial for me.",skeptical,0.6,"A clear section for alumni, specifically addressing MSN programs, potential alumni grants, and an expedited re-enrollment process. Also, featuring MSN-specific faculty bios would be very impactful."
post_incarceration,Andre Jackson,prospective_student,0.329568,0.814784,0.21971200000000002,0.11232,"Okay, 'Online School Done Right' sounds a bit much, but the 'flexible scheduling' and '3-week risk-free trial' caught my eye. No SAT/GRE is good too, takes some pressure off.",anxious,0.7,Clear information about admissions policies for individuals with a criminal record and how financial aid might be impacted. A section about reentry support or testimonials from former incarcerated students would be huge.
